timestamp,source,emotion,video_filename
2025-07-01T15:56:50.717754,video,HAPPY,happy.mp4
2025-07-01T15:56:50.793163,video,HAPPY,happy.mp4
2025-07-01T15:56:50.866290,video,HAPPY,happy.mp4
2025-07-01T15:56:50.939127,video,HAPPY,happy.mp4
2025-07-01T15:56:51.009976,video,HAPPY,happy.mp4
2025-07-01T15:56:51.081236,video,HAPPY,happy.mp4
2025-07-01T15:56:51.153515,video,HAPPY,happy.mp4
2025-07-01T15:56:51.224954,video,HAPPY,happy.mp4
2025-07-01T15:56:51.299173,video,HAPPY,happy.mp4
2025-07-01T15:56:51.390536,video,HAPPY,happy.mp4
2025-07-01T15:56:51.463663,video,HAPPY,happy.mp4
2025-07-01T15:56:51.535735,video,HAPPY,happy.mp4
2025-07-01T15:56:51.609151,video,HAPPY,happy.mp4
2025-07-01T15:56:51.685459,video,HAPPY,happy.mp4
2025-07-01T15:56:51.758370,video,HAPPY,happy.mp4
2025-07-01T16:00:18.542533,video,HAPPY,happy.mp4
2025-07-01T16:00:18.615850,video,HAPPY,happy.mp4
2025-07-01T16:00:18.687702,video,HAPPY,happy.mp4
2025-07-01T16:00:18.764250,video,HAPPY,happy.mp4
2025-07-01T16:00:18.837220,video,HAPPY,happy.mp4
2025-07-01T16:00:18.911747,video,HAPPY,happy.mp4
2025-07-01T16:00:18.982418,video,HAPPY,happy.mp4
2025-07-01T16:00:19.054593,video,HAPPY,happy.mp4
2025-07-01T16:00:19.126550,video,HAPPY,happy.mp4
2025-07-01T16:00:19.197895,video,HAPPY,happy.mp4
2025-07-01T16:00:19.273832,video,HAPPY,happy.mp4
2025-07-01T16:00:19.352398,video,HAPPY,happy.mp4
2025-07-01T16:00:19.428366,video,HAPPY,happy.mp4
2025-07-01T16:00:19.504669,video,HAPPY,happy.mp4
2025-07-01T16:00:19.579733,video,HAPPY,happy.mp4
2025-07-01T16:00:19.650692,video,HAPPY,happy.mp4
2025-07-01T16:00:19.723493,video,HAPPY,happy.mp4
2025-07-01T16:00:19.797571,video,HAPPY,happy.mp4
2025-07-01T16:00:19.870018,video,HAPPY,happy.mp4
2025-07-01T16:00:19.943221,video,HAPPY,happy.mp4
2025-07-01T16:00:20.017047,video,HAPPY,happy.mp4
2025-07-01T16:00:20.090146,video,HAPPY,happy.mp4
2025-07-01T16:00:20.165655,video,HAPPY,happy.mp4
2025-07-01T16:00:20.237640,video,HAPPY,happy.mp4
2025-07-01T16:00:20.308894,video,HAPPY,happy.mp4
2025-07-01T16:00:20.381346,video,HAPPY,happy.mp4
2025-07-01T16:00:20.454898,video,HAPPY,happy.mp4
2025-07-01T16:00:20.529473,video,HAPPY,happy.mp4
2025-07-01T16:00:20.601695,video,HAPPY,happy.mp4
2025-07-01T16:00:20.675478,video,HAPPY,happy.mp4
2025-07-01T16:00:20.777770,video,HAPPY,happy.mp4
2025-07-01T16:00:20.777770,video,NEUTRAL,happy.mp4
2025-07-01T16:00:20.885570,video,HAPPY,happy.mp4
2025-07-01T16:00:20.885570,video,NEUTRAL,happy.mp4
2025-07-01T16:00:20.961485,video,HAPPY,happy.mp4
2025-07-01T16:00:21.039378,video,HAPPY,happy.mp4
2025-07-01T16:00:21.115059,video,HAPPY,happy.mp4
2025-07-01T16:00:21.188698,video,HAPPY,happy.mp4
2025-07-01T16:00:21.262659,video,HAPPY,happy.mp4
2025-07-01T16:00:21.334253,video,HAPPY,happy.mp4
2025-07-01T16:00:21.408346,video,HAPPY,happy.mp4
2025-07-01T16:00:21.481570,video,HAPPY,happy.mp4
2025-07-01T16:00:21.554724,video,HAPPY,happy.mp4
2025-07-01T16:00:21.626423,video,HAPPY,happy.mp4
2025-07-01T16:00:21.697799,video,HAPPY,happy.mp4
2025-07-01T16:00:21.770436,video,HAPPY,happy.mp4
2025-07-01T16:00:21.845167,video,HAPPY,happy.mp4
2025-07-01T16:00:21.918059,video,HAPPY,happy.mp4
2025-07-01T16:00:21.989544,video,HAPPY,happy.mp4
2025-07-01T16:00:22.063497,video,HAPPY,happy.mp4
2025-07-01T16:00:22.137067,video,HAPPY,happy.mp4
2025-07-01T16:00:22.238775,video,HAPPY,happy.mp4
2025-07-01T16:00:22.238775,video,NEUTRAL,happy.mp4
2025-07-01T16:00:22.312787,video,HAPPY,happy.mp4
2025-07-01T16:00:22.413558,video,HAPPY,happy.mp4
2025-07-01T16:00:22.413558,video,NEUTRAL,happy.mp4
2025-07-01T16:00:22.484710,video,HAPPY,happy.mp4
2025-07-01T16:00:22.557280,video,HAPPY,happy.mp4
